author_login,committer_login
None,martinkpetersen
zhengbin13,martinkpetersen
linusw,linusw
aegl,gregkh
xiongzhongjiang,gregkh
ummakynes,ummakynes
None,None
nathanchance,nathanchance
nathanchance,nathanchance
ffmancera,ummakynes
ickle,ickle
dlrobertson,groeck
dlrobertson,groeck
htejun,axboe
htejun,axboe
htejun,axboe
htejun,axboe
htejun,axboe
htejun,axboe
lxin,davem330
congwang,davem330
congwang,davem330
sean-jc,bonzini
sean-jc,bonzini
None,bonzini
xzpeter,bonzini
xzpeter,bonzini
xzpeter,bonzini
xzpeter,bonzini
bonzini,bonzini
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
davem330,davem330
vivien,davem330
vivien,davem330
vivien,davem330
axboe,axboe
axboe,axboe
ebiederm,brauner
bonzini,bonzini
masahir0y,masahir0y
sean-jc,bonzini
None,bonzini
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
ebiggers,ebiggers
None,None
nathanchance,nathanchance
chesterlintw,chesterlintw
axboe,axboe
takaswie,tiwai
takaswie,tiwai
arndb,alexandrebelloni
wangbaolin719,alexandrebelloni
olsajiri,olsajiri
olsajiri,olsajiri
olsajiri,olsajiri
olsajiri,olsajiri
Navidem,Navidem
Navidem,Navidem
scottmayhew,scottmayhew
scottmayhew,scottmayhew
xiongzhongjiang,xiongzhongjiang
trondmy,trondmy
trondmy,trondmy
trondmy,trondmy
trondmy,trondmy
None,None
None,None
ickle,ickle
None,None
None,None
torvalds,torvalds
klausenbusk,andy-shev
haiyangz,haiyangz
None,None
ickle,ickle
tiwai,tiwai
ickle,ickle
ickle,ickle
ickle,ickle
dtor,linusw
dtor,linusw
l1k,broonie
None,jnikula
None,jnikula
None,jnikula
linusw,linusw
linusw,linusw
ickle,ickle
khayash1,broonie
None,broonie
None,broonie
krzk,broonie
metti,flaming-toast
metti,flaming-toast
metti,flaming-toast
metti,flaming-toast
metti,flaming-toast
metti,flaming-toast
metti,flaming-toast
metti,flaming-toast
metti,flaming-toast
metti,flaming-toast
metti,flaming-toast
ColinIanKing,davem330
NicolasDichtel,davem330
hramrach,davem330
davem330,davem330
kraxel,kraxel
kraxel,kraxel
kraxel,kraxel
kraxel,kraxel
kraxel,kraxel
kraxel,kraxel
kraxel,kraxel
jpoimboe,jpoimboe
None,None
anarsoul,yuq
JackieLiu1,axboe
JackieLiu1,axboe
matt-auld,ickle
matt-auld,ickle
matt-auld,ickle
matt-auld,ickle
brgl,arndb
brgl,arndb
None,krzk
Yaaaaao,krzk
None,Jkirsher
None,Jkirsher
None,Jkirsher
maurorodrigues,Jkirsher
maurorodrigues,Jkirsher
klausenbusk,andy-shev
klausenbusk,andy-shev
torvalds,torvalds
maurorodrigues,Jkirsher
None,None
None,None
None,None
SandeepSM,SandeepSM
None,None
None,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
Jkirsher,Jkirsher
None,Jkirsher
khfeng,Jkirsher
None,Jkirsher
None,Jkirsher
None,bebarino
None,bebarino
None,bebarino
ldts,bebarino
masahir0y,masahir0y
icedieler,mstsirkin
broonie,broonie
broonie,broonie
chiang831,broonie
bebarino,herbertx
herbertx,herbertx
ardbiesheuvel,herbertx
None,herbertx
xiongzhongjiang,herbertx
ndreys,herbertx
ndreys,herbertx
ndreys,herbertx
ickle,jnikula
vsyrjala,jnikula
None,kdave
None,kdave
morbidrsa,kdave
morbidrsa,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
kdave,kdave
kdave,kdave
kdave,kdave
None,kdave
None,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
asj,kdave
asj,kdave
chleroy,kdave
adam900710,kdave
None,kdave
None,kdave
None,kdave
None,kdave
None,kdave
None,kdave
None,kdave
josefbacik,kdave
josefbacik,kdave
adam900710,kdave
adam900710,kdave
adam900710,kdave
None,kdave
asj,kdave
None,kdave
kdave,kdave
kdave,kdave
fdmanana,kdave
asj,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
asj,kdave
asj,kdave
adam900710,kdave
knorrie,kdave
fdmanana,kdave
fdmanana,kdave
kdave,kdave
kdave,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
kdave,kdave
fdmanana,kdave
None,kdave
None,kdave
fdmanana,kdave
fdmanana,kdave
fdmanana,kdave
adam900710,kdave
adam900710,kdave
adam900710,kdave
adam900710,kdave
adam900710,kdave
adam900710,kdave
adam900710,kdave
kdave,kdave
kdave,kdave
XidianGeneral,kdave
None,kdave
None,kdave
None,kdave
None,kdave
None,kdave
None,kdave
arndb,kdave
None,kdave
fdmanana,kdave
fdmanana,kdave
AxelLin,broonie
None,broonie
None,None
vinodkoul,bebarino
vinodkoul,bebarino
vinodkoul,bebarino
vinodkoul,bebarino
None,bebarino
vinodkoul,bebarino
bebarino,bebarino
None,None
None,None
None,None
None,None
None,None
ickle,ickle
spandruvada,andy-shev
spandruvada,andy-shev
arndb,westeri
elfring,broonie
None,None
cujomalainey,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
matt-auld,ickle
dtor,broonie
None,None
None,None
broonie,broonie
ColinIanKing,broonie
ColinIanKing,broonie
ColinIanKing,broonie
ColinIanKing,broonie
katsuster,broonie
katsuster,broonie
ColinIanKing,broonie
katsuster,broonie
katsuster,broonie
jkrzyszt,broonie
ujfalusi,broonie
YFESTM,Benjamin-Gaignard
warthog618,brgl
warthog618,brgl
None,brgl
ndreys,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
ardbiesheuvel,herbertx
herbertx,herbertx
xiongzhongjiang,herbertx
linusw,linusw
torvalds,torvalds
ummakynes,ummakynes
pinchartl,pinchartl
pinchartl,pinchartl
pinchartl,pinchartl
torvalds,torvalds
torvalds,torvalds
arndb,ummakynes
None,ummakynes
hdeller,hdeller
svenschnelle,hdeller
svenschnelle,hdeller
svenschnelle,hdeller
svenschnelle,hdeller
nickdesaulniers,ojeda
zear,jic23
zear,jic23
zear,jic23
None,jic23
None,None
None,None
None,None
ColinIanKing,jic23
LorenzoBianconi,jic23
repk,jic23
timblechmann,tiwai
mirceacaprioru,jic23
mirceacaprioru,jic23
mirceacaprioru,jic23
jstancek,jstancek
None,None
None,None
torvalds,torvalds
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
andersson,martinkpetersen
andersson,martinkpetersen
andersson,martinkpetersen
jsmart-gh,martinkpetersen
None,martinkpetersen
lkundrak,arndb
lkundrak,arndb
lkundrak,arndb
lkundrak,arndb
lkundrak,arndb
lkundrak,arndb
arndb,arndb
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
damien-lemoal,martinkpetersen
None,martinkpetersen
torvalds,torvalds
prarit,andy-shev
prarit,andy-shev
prarit,andy-shev
prarit,andy-shev
prarit,andy-shev
prarit,andy-shev
prarit,andy-shev
prarit,andy-shev
prarit,andy-shev
None,andy-shev
jwrdegoede,andy-shev
jwrdegoede,andy-shev
None,andy-shev
jwrdegoede,andy-shev
xoraxax,andy-shev
jan-kiszka,andy-shev
None,gregkh
torvalds,torvalds
m-v-b,andy-shev
m-v-b,andy-shev
None,andy-shev
davem330,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
davem330,davem330
None,davem330
ColinIanKing,davem330
ColinIanKing,davem330
None,davem330
None,davem330
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
ayushr2,tytso
liuhangbin,davem330
zenczykowski,davem330
ebiggers,davem330
davem330,davem330
haiyangz,davem330
haiyangz,davem330
davem330,davem330
None,davem330
None,davem330
jpirko,davem330
stefanchulski,davem330
xiongzhongjiang,davem330
bleungatchromium,bleungatchromium
davem330,davem330
tititiou36,davem330
davem330,davem330
westeri,bjorn-helgaas
westeri,bjorn-helgaas
davem330,davem330
davem330,davem330
djbw,jgunthorpe
danvet,jgunthorpe
danvet,jgunthorpe
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
None,jgunthorpe
None,jgunthorpe
None,jgunthorpe
danvet,jgunthorpe
danvet,jgunthorpe
danvet,jgunthorpe
None,None
takaswie,tiwai
isaac-vaughn,isaac-vaughn
torvalds,torvalds
None,None
chaseyu,chaseyu
chaseyu,chaseyu
None,None
chaseyu,chaseyu
chaseyu,chaseyu
chaseyu,chaseyu
chaseyu,chaseyu
chaseyu,chaseyu
torvalds,torvalds
torvalds,torvalds
bentiss,dtor
shenki,bebarino
shenki,bebarino
None,hdeller
svenschnelle,hdeller
svenschnelle,hdeller
svenschnelle,hdeller
svenschnelle,hdeller
svenschnelle,hdeller
None,bebarino
None,None
None,axboe
None,axboe
None,axboe
tmlind,tmlind
torvalds,torvalds
arndb,arndb
torvalds,torvalds
None,ickle
dhowells,dhowells
dhowells,dhowells
None,None
torvalds,torvalds
dcui,dcui
dcui,dcui
dcui,dcui
dcui,dcui
dcui,dcui
dcui,dcui
dcui,dcui
dcui,dcui
dcui,dcui
arndb,danvet
danvet,danvet
reid-p,bebarino
reid-p,bebarino
None,bebarino
gaurijhangiani,bebarino
None,bebarino
None,bebarino
mthierry,ickle
None,ickle
samitolvanen,samitolvanen
None,None
fomichev,fomichev
fomichev,fomichev
fomichev,fomichev
fomichev,fomichev
fomichev,fomichev
fomichev,fomichev
ickle,vivijim
None,vivijim
ickle,vivijim
ickle,vivijim
vivijim,vivijim
anakryiko,anakryiko
aford173,tmlind
axboe,axboe
ColinIanKing,gregkh
rsarky,gregkh
arndb,gregkh
arndb,gregkh
rppt,rppt
aford173,tmlind
aford173,tmlind
aford173,tmlind
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
mripard,mripard
arndb,joergroedel
torvalds,torvalds
hauke,paulburton
mattrope,mattrope
johnpgarry,johnpgarry
davem330,davem330
ColinIanKing,davem330
masahir0y,masahir0y
masahir0y,masahir0y
davem330,davem330
horms,davem330
horms,davem330
horms,davem330
horms,davem330
LyleLee,LyleLee
kilobyte,kilobyte
qperret,qperret
vsyrjala,vsyrjala
horms,robherring
jrbyrne,pmladek
andy-shev,andy-shev
andy-shev,andy-shev
andy-shev,andy-shev
None,None
None,None
xiongzhongjiang,xiongzhongjiang
None,None
None,None
Streetwalrus,holtmann
chihfeng-tai,robherring
davem330,davem330
None,None
davem330,davem330
None,davem330
None,davem330
None,davem330
321lipeng,davem330
None,davem330
None,davem330
IronShen,davem330
andy-shev,davem330
radheyxilinx,davem330
None,davem330
None,davem330
davem330,davem330
None,davem330
None,davem330
axboe,axboe
None,davem330
takaswie,tiwai
None,davem330
xiongzhongjiang,davem330
None,None
None,None
None,None
None,None
None,None
egrumbach,egrumbach
None,None
jmberg,jmberg
jmberg,jmberg
None,None
None,None
None,None
None,None
striebit,striebit
None,None
None,None
None,None
ickle,ickle
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
tmussai,tmussai
tmussai,tmussai
None,None
None,None
None,None
None,None
None,None
None,None
None,None
jmberg,jmberg
None,None
None,None
egrumbach,egrumbach
None,None
None,None
None,None
None,None
None,None
None,None
None,None
AyalaBkr,AyalaBkr
egrumbach,egrumbach
egrumbach,egrumbach
egrumbach,egrumbach
egrumbach,egrumbach
egrumbach,egrumbach
egrumbach,egrumbach
None,None
jmberg,jmberg
None,None
AyalaBkr,AyalaBkr
None,None
egrumbach,egrumbach
egrumbach,egrumbach
egrumbach,egrumbach
egrumbach,egrumbach
egrumbach,egrumbach
egrumbach,egrumbach
egrumbach,egrumbach
egrumbach,egrumbach
egrumbach,egrumbach
striebit,striebit
AyalaBkr,AyalaBkr
None,None
None,None
None,None
None,None
jmberg,jmberg
ilanpeer2,ilanpeer2
egrumbach,egrumbach
None,None
None,None
mita,mita
None,None
jin-eld,tiwai
None,gregkh
linusw,linusw
danvet,danvet
lag-linaro,arndb
None,None
joergroedel,joergroedel
None,None
None,joergroedel
None,None
None,gregkh
swahlhpe,swahlhpe
airlied,airlied
airlied,airlied
airlied,airlied
airlied,airlied
PeikanTsai,PeikanTsai
andy-shev,gregkh
weinanl,weinanl
None,None
gregkh,gregkh
austindhkim,austindhkim
None,None
None,None
None,None
gkammela,gkammela
gkammela,gkammela
None,None
kraxel,kraxel
None,djwong
None,djwong
None,djwong
None,djwong
None,djwong
None,djwong
rikvanriel,djwong
None,djwong
austindhkim,djwong
damien-lemoal,axboe
damien-lemoal,axboe
damien-lemoal,axboe
damien-lemoal,axboe
damien-lemoal,axboe
damien-lemoal,axboe
damien-lemoal,axboe
ColinIanKing,dtor
dtor,dtor
None,djbw
None,djbw
None,djbw
None,djbw
None,djbw
djbw,djbw
None,bjorn-helgaas
hdeller,hdeller
lsgunth,bjorn-helgaas
lsgunth,bjorn-helgaas
ayalevin123,ayalevin123
ayalevin123,ayalevin123
None,None
None,None
None,None
None,None
None,None
xiongzhongjiang,xiongzhongjiang
ColinIanKing,ColinIanKing
ColinIanKing,ColinIanKing
roidayan,roidayan
None,None
None,None
None,None
None,torvalds
bjorn-helgaas,bjorn-helgaas
evdenis,bjorn-helgaas
evdenis,bjorn-helgaas
evdenis,bjorn-helgaas
evdenis,bjorn-helgaas
masahir0y,masahir0y
masahir0y,masahir0y
Oleh-Kravchenko,jacek-anaszewski
None,None
tmlind,tmlind
yeyunfeng-dev,yeyunfeng-dev
None,None
minwooim,axboe
minwooim,axboe
None,None
bebarino,bebarino
bebarino,bebarino
None,None
None,None
None,None
dhowells,dhowells
dhowells,dhowells
dhowells,dhowells
dhowells,dhowells
dhowells,dhowells
dhowells,dhowells
dhowells,dhowells
dhowells,dhowells
None,None
ebiggers,ebiggers
lsgunth,bjorn-helgaas
kwilczynski,bjorn-helgaas
kwilczynski,bjorn-helgaas
KelseySkunberg,bjorn-helgaas
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
agx,broonie
ColinIanKing,tiwai
torvalds,torvalds
LenovoOpenLab,snitm
vladimiroltean,broonie
None,broonie
None,broonie
jeromebrunet,broonie
jeromebrunet,broonie
jeromebrunet,broonie
jeromebrunet,broonie
jeromebrunet,broonie
jeromebrunet,broonie
jeromebrunet,broonie
jeromebrunet,broonie
andersson,broonie
zehortigoza,zehortigoza
zehortigoza,zehortigoza
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
None,nbd168
sgruszka,nbd168
sgruszka,nbd168
sgruszka,nbd168
masahir0y,arndb
arndb,arndb
andersson,arndb
arndb,arndb
arndb,arndb
arndb,arndb
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
LorenzoBianconi,nbd168
ryderlee1110,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
ryderlee1110,nbd168
ryderlee1110,nbd168
ryderlee1110,nbd168
ryderlee1110,nbd168
ryderlee1110,nbd168
ryderlee1110,nbd168
ryderlee1110,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
sgruszka,nbd168
sgruszka,nbd168
sgruszka,nbd168
sgruszka,nbd168
sgruszka,nbd168
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
LorenzoBianconi,nbd168
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
nbd168,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
LorenzoBianconi,nbd168
nbd168,nbd168
ZhengjunXing,rostedt
None,holtmann
None,holtmann
GustavoARSilva,holtmann
gaurijhangiani,holtmann
gaurijhangiani,holtmann
None,holtmann
None,holtmann
None,holtmann
None,holtmann
None,Jkirsher
jbrandeb,Jkirsher
None,Jkirsher
dmertman,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
jbrandeb,Jkirsher
jbrandeb,Jkirsher
jbrandeb,Jkirsher
jbrandeb,Jkirsher
None,Jkirsher
None,Jkirsher
None,Jkirsher
None,None
hdeller,hdeller
hdeller,hdeller
tmlind,tmlind
hdeller,hdeller
hfreude,hfreude
None,None
halil-pasic,halil-pasic
AlanStern,AlanStern
Pinglinux,Pinglinux
None,thomashvmw
None,None
borkmann,borkmann
None,borkmann
None,borkmann
None,borkmann
None,borkmann
None,borkmann
None,borkmann
gabbayo,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
None,gabbayo
None,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
None,gabbayo
None,gabbayo
None,gabbayo
None,gabbayo
None,gabbayo
None,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
gabbayo,gabbayo
kevin-laatz-intel,borkmann
kevin-laatz-intel,borkmann
ffmancera,ummakynes
HaiNguyenPham,joergroedel
None,None
None,joergroedel
finley1226,mmind
None,davem330
kwilczynski,davem330
kwilczynski,davem330
donaldsharp,davem330
andy-shev,davem330
davem330,davem330
harini-katakam,davem330
harini-katakam,davem330
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
davem330,davem330
jpirko,davem330
davem330,davem330
xiongzhongjiang,davem330
xiongzhongjiang,davem330
xiongzhongjiang,davem330
davem330,davem330
dsahern,davem330
dsahern,davem330
jrfastab,davem330
mfischer,davem330
linusw,linusw
finley1226,mmind
finley1226,mmind
None,mchehab
linusw,linusw
None,paul-walmsley-sifive
None,paul-walmsley-sifive
None,paul-walmsley-sifive
None,paul-walmsley-sifive
None,paul-walmsley-sifive
None,paul-walmsley-sifive
None,None
masahir0y,masahir0y
mhiramat,mhiramat
gregkh,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
shariffsinbox,gregkh
None,gregkh
shariffsinbox,gregkh
lxin,davem330
lyrazhang,gregkh
pragnesh26992,gregkh
None,gregkh
None,gregkh
davem330,davem330
None,paul-walmsley-sifive
mstsirkin,davem330
MaoHan001,paul-walmsley-sifive
davem330,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
MaoHan001,paul-walmsley-sifive
None,davem330
None,gregkh
BeatrizCarvalho,gregkh
None,gregkh
None,gregkh
None,gregkh
ColinIanKing,davem330
davem330,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
emusln,davem330
None,None
None,None
None,None
davem330,davem330
holtmann,jhedberg
kees,gregkh
andyhhp,gregkh
jwrdegoede,herbertx
jwrdegoede,herbertx
jwrdegoede,herbertx
jwrdegoede,herbertx
jwrdegoede,herbertx
jwrdegoede,herbertx
jwrdegoede,herbertx
zonque,herbertx
None,herbertx
None,herbertx
None,herbertx
None,herbertx
None,herbertx
None,herbertx
None,herbertx
None,herbertx
None,herbertx
None,herbertx
None,herbertx
ryderlee1110,herbertx
ryderlee1110,herbertx
ryderlee1110,herbertx
ryderlee1110,herbertx
iamjpn,mpe
None,mpe
npiggin,mpe
npiggin,mpe
npiggin,mpe
npiggin,mpe
npiggin,mpe
npiggin,mpe
oohal,mpe
oohal,mpe
oohal,mpe
oohal,mpe
oohal,mpe
oohal,mpe
oohal,mpe
oohal,mpe
oohal,mpe
None,shenki
shenki,shenki
None,shenki
fr0st61te,shenki
fr0st61te,shenki
shenki,shenki
lucasdemarchi,zehortigoza
lucasdemarchi,zehortigoza
lucasdemarchi,zehortigoza
lucasdemarchi,zehortigoza
zehortigoza,zehortigoza
zehortigoza,zehortigoza
pcmoore,pcmoore
stephensmalley,pcmoore
zenczykowski,davem330
lxin,davem330
davem330,davem330
vDorst,davem330
vDorst,davem330
vDorst,davem330
None,davem330
dhowells,davem330
davem330,davem330
davem330,davem330
None,None
gaurijhangiani,gaurijhangiani
None,None
tebrandt,tebrandt
None,None
None,None
deepa-hub,arndb
pankajkdubey,arndb
GustavoARSilva,dennisszhou
None,None
arndb,arndb
arndb,arndb
arndb,arndb
arndb,arndb
linusw,linusw
MaoHan001,paul-walmsley-sifive
danvet,zehortigoza
lokeshvutla,arndb
lokeshvutla,arndb
lokeshvutla,arndb
None,None
None,None
None,None
elfring,elfring
None,None
bebarino,bebarino
bebarino,bebarino
torvalds,torvalds
ikerperezdelpalomar,groeck
bebarino,bebarino
bebarino,bebarino
None,None
ggardet,krzk
ggardet,krzk
