author_login,committer_login
jnikula,jnikula
yonghong-song,yonghong-song
GustavoARSilva,martinetd
tiwai,tiwai
tiwai,tiwai
tiwai,tiwai
None,None
qmonnet,qmonnet
qmonnet,qmonnet
weinanl,weinanl
jnikula,jnikula
None,davem330
nathanchance,davem330
lunn,davem330
lunn,davem330
lunn,davem330
davem330,davem330
lunn,davem330
lunn,davem330
agners,davem330
lkundrak,davem330
vishalsdk,davem330
davem330,davem330
idosch,davem330
idosch,davem330
idosch,davem330
idosch,davem330
davem330,davem330
yangbolu1991,davem330
yangbolu1991,davem330
yangbolu1991,davem330
yangbolu1991,davem330
yangbolu1991,davem330
yangbolu1991,davem330
None,davem330
malaterre,malaterre
malaterre,malaterre
malaterre,malaterre
malaterre,malaterre
davem330,davem330
vinodkoul,davem330
vinodkoul,davem330
vinodkoul,davem330
vinodkoul,davem330
vinodkoul,davem330
torvalds,torvalds
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
bvanassche,martinkpetersen
bvanassche,martinkpetersen
martinkpetersen,martinkpetersen
martinkpetersen,martinkpetersen
mwgonzalez,martinkpetersen
lxbsz,martinkpetersen
AtsushiNemoto,davem330
cxgbit,martinkpetersen
None,martinkpetersen
None,martinkpetersen
None,martinkpetersen
yangbolu1991,davem330
temap,davem330
masahir0y,paulburton
FlyGoat,paulburton
FlyGoat,paulburton
davem330,davem330
None,davem330
None,davem330
None,davem330
kuba-moo,davem330
davem330,davem330
T-X,davem330
T-X,davem330
T-X,davem330
T-X,davem330
torvalds,torvalds
torvalds,torvalds
zehortigoza,zehortigoza
zehortigoza,zehortigoza
zehortigoza,zehortigoza
zehortigoza,zehortigoza
chaseyu,chaseyu
chaseyu,chaseyu
chaseyu,chaseyu
yoojae,yoojae
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,davem330
None,None
hkallweit,davem330
hkallweit,davem330
vivijim,vivijim
hkallweit,davem330
hkallweit,davem330
None,None
tmlind,tmlind
None,None
davem330,davem330
None,ummakynes
None,ummakynes
linusw,vzapolskiy
gregkh,gregkh
None,atseanpaul
htejun,axboe
None,agross-oss
andersson,agross-oss
idlethread,agross-oss
None,agross-oss
None,agross-oss
None,agross-oss
None,agross-oss
None,agross-oss
None,agross-oss
None,agross-oss
agross-oss,agross-oss
robimarko,agross-oss
masneyb,agross-oss
masneyb,agross-oss
flto,agross-oss
linusw,agross-oss
linusw,agross-oss
robherring,bjorn-helgaas
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
LorenzoBianconi,davem330
vsyrjala,vsyrjala
chelsiocrypto,davem330
chelsiocrypto,davem330
chelsiocrypto,davem330
None,davem330
FlyGoat,paulburton
FlyGoat,paulburton
blogic,paulburton
blogic,paulburton
nbd168,paulburton
nbd168,paulburton
nbd168,paulburton
nbd168,paulburton
nbd168,paulburton
FlyGoat,paulburton
gregkh,paulburton
gregkh,paulburton
gregkh,paulburton
gregkh,paulburton
gregkh,paulburton
andersson,broonie
congwang,davem330
bjorn-helgaas,bjorn-helgaas
gregkh,gregkh
snitm,snitm
snitm,snitm
None,alexandrebelloni
None,alexandrebelloni
torvalds,torvalds
None,awilliam
devmchakan,alexandrebelloni
kengiter,alexandrebelloni
kengiter,alexandrebelloni
None,alexandrebelloni
None,alexandrebelloni
None,alexandrebelloni
None,alexandrebelloni
None,alexandrebelloni
None,alexandrebelloni
None,alexandrebelloni
broonie,broonie
None,alexandrebelloni
AxelLin,broonie
AxelLin,broonie
AxelLin,broonie
None,axboe
tmlind,tmlind
None,alexandrebelloni
ColinIanKing,Jkirsher
JuliaLawall,Jkirsher
None,Jkirsher
storulf,storulf
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
None,None
shumingfan,broonie
None,Jkirsher
srgnk,Jkirsher
None,Jkirsher
None,Jkirsher
nbd168,nbd168
nbd168,nbd168
eafer,axboe
None,Jkirsher
JanJSokolowski,Jkirsher
None,horms
Steffko,linusw
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
None,horms
KAZUMIZU,horms
None,gregkh
sudeep-holla,sudeep-holla
None,horms
ickle,ickle
None,gregkh
jeromebrunet,gregkh
vimerbf,gregkh
vimerbf,gregkh
ebiggers,gregkh
gregkh,gregkh
gregkh,gregkh
gregkh,gregkh
gregkh,gregkh
gregkh,gregkh
gregkh,gregkh
None,None
ickle,ickle
ickle,ickle
ickle,ickle
None,None
gerald-schaefer,joergroedel
ickle,ickle
tititiou36,gregkh
None,None
None,gregkh
ickle,ickle
chenhuacai,gregkh
pmladek,gregkh
pmladek,gregkh
lsgunth,gregkh
lsgunth,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
alexkapshuk,gregkh
GustavoARSilva,gregkh
None,gregkh
Srinivas-Kandagatla,gregkh
Srinivas-Kandagatla,gregkh
Srinivas-Kandagatla,gregkh
Srinivas-Kandagatla,gregkh
None,gregkh
None,sudeep-holla
ickle,ickle
jankara,jankara
brauner,gregkh
brauner,gregkh
brauner,gregkh
brauner,gregkh
brauner,gregkh
brauner,gregkh
brauner,gregkh
brauner,gregkh
brauner,gregkh
snits,joergroedel
None,gregkh
None,gregkh
snits,joergroedel
vitkyrka,gregkh
vitkyrka,gregkh
vitkyrka,gregkh
vitkyrka,gregkh
None,jankara
None,jankara
None,gregkh
ukleinek,marckleinebudde
None,marckleinebudde
hartkopp,marckleinebudde
None,gregkh
None,gregkh
None,gregkh
None,gregkh
gregkh,gregkh
mschlaegl,marckleinebudde
None,None
None,None
linusw,linusw
wens,linusw
sergey-senozhatsky,gregkh
masahir0y,gregkh
masahir0y,gregkh
ndreys,gregkh
ndreys,gregkh
ndreys,gregkh
ndreys,gregkh
ndreys,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
fthain,gregkh
plaes,mripard
paulkocialkowski,mripard
linusw,holtmann
None,holtmann
None,holtmann
myunghoj,holtmann
agners,holtmann
agners,holtmann
bgodavar,holtmann
AtsushiNemoto,gregkh
AtsushiNemoto,gregkh
jnikula,jnikula
t-saki,gregkh
None,gregkh
pujars,tiwai
pujars,tiwai
pujars,tiwai
pujars,tiwai
pujars,tiwai
pujars,tiwai
gregkh,gregkh
gregkh,gregkh
gregkh,gregkh
None,gregkh
lsun100,storulf
afenkart,storulf
dbaluta,dbaluta
fabioestevam,fabioestevam
None,None
None,andersson
None,andersson
None,andersson
torvalds,torvalds
None,kees
maorgmellanox,jgunthorpe
yishaih,jgunthorpe
yishaih,jgunthorpe
yishaih,jgunthorpe
None,torvalds
rmurphy-arm,robherring
None,jgunthorpe
None,jgunthorpe
davem330,davem330
jgunthorpe,jgunthorpe
jgunthorpe,jgunthorpe
None,sre
mmarcini,jgunthorpe
mjruhl,jgunthorpe
None,jgunthorpe
None,jgunthorpe
mark-bloch,jgunthorpe
None,robherring
LorenzoBianconi,nbd168
None,None
None,None
liu-song-6,liu-song-6
None,None
liu-song-6,liu-song-6
None,None
liu-song-6,liu-song-6
liu-song-6,liu-song-6
liu-song-6,liu-song-6
liu-song-6,liu-song-6
liu-song-6,liu-song-6
liu-song-6,liu-song-6
None,None
None,None
None,None
None,None
slongerbeam,mchehab
slongerbeam,mchehab
slongerbeam,mchehab
None,mchehab
None,mchehab
torvalds,torvalds
torvalds,torvalds
None,None
None,None
olsajiri,olsajiri
olsajiri,olsajiri
olsajiri,olsajiri
olsajiri,olsajiri
olsajiri,olsajiri
olsajiri,olsajiri
Villemoes,Villemoes
morimoto,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
morimoto,broonie
djbw,djbw
djbw,djbw
bbrezillon,broonie
djbw,djbw
bbrezillon,broonie
None,ctmarinas
None,djbw
bbrezillon,broonie
None,mchehab
None,mchehab
None,mchehab
None,mchehab
hverkuil,mchehab
hverkuil,mchehab
slongerbeam,mchehab
paulkocialkowski,mchehab
paulkocialkowski,mchehab
None,mchehab
TinyWindzz,mchehab
TinyWindzz,mchehab
mranostay,mchehab
mranostay,mchehab
PabloPL,mchehab
PabloPL,mchehab
PabloPL,mchehab
lsgunth,ctmarinas
PabloPL,mchehab
None,mchehab
wildea01,ctmarinas
None,mchehab
None,mchehab
None,mchehab
None,mchehab
None,mchehab
None,mchehab
fabioestevam,broonie
PhilPotter,jankara
PhilPotter,jankara
gregkh,gregkh
snitm,snitm
snitm,snitm
None,ctmarinas
None,ctmarinas
tiwai,tiwai
tiwai,tiwai
tiwai,tiwai
tiwai,tiwai
anthonywong,tiwai
None,None
None,None
None,None
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
takaswie,tiwai
None,linusw
None,idryomov
idryomov,idryomov
ukernel,idryomov
jeromebrunet,linusw
None,linusw
jeromebrunet,linusw
None,linusw
None,mchehab
None,mchehab
nmenon,linusw
neuschaefer,linusw
neuschaefer,linusw
poeschel,linusw
None,linusw
miquelraynal,linusw
tpetazzoni,linusw
tpetazzoni,linusw
None,None
None,None
masneyb,linusw
masneyb,linusw
masneyb,linusw
wangbaolin719,linusw
None,None
takeshikihara,takeshikihara
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
dtor,linusw
None,None
None,None
valschneider,valschneider
valschneider,valschneider
None,None
None,None
None,None
YongjiXie,YongjiXie
None,None
None,None
idlethread,idlethread
neuschaefer,geertu
torvalds,torvalds
None,None
None,None
paulmck,paulmck
paulmck,paulmck
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
None,None
khfeng,bentiss
jwrdegoede,jwrdegoede
jwrdegoede,jwrdegoede
fthain,geertu
geertu,geertu
geertu,geertu
geertu,geertu
geertu,geertu
fthain,geertu
fthain,geertu
fthain,geertu
fthain,geertu
geertu,geertu
None,danvet
ickle,ickle
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
None,Benjamin-Gaignard
tiwai,tiwai
montjoie,montjoie
seberm,seberm
jgunthorpe,jgunthorpe
FedericoVaga,FedericoVaga
FedericoVaga,FedericoVaga
FedericoVaga,FedericoVaga
wangzqbj,shenki
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
kees,kees
ardbiesheuvel,kees
ardbiesheuvel,kees
krzk,sre
pavelmachek,sre
TinyWindzz,sre
kengiter,sre
None,sre
None,sre
None,sre
None,sre
None,sre
TinyWindzz,sre
sre,sre
davem330,davem330
nirdotan,davem330
nirdotan,davem330
nirdotan,davem330
nirdotan,davem330
nirdotan,davem330
nirdotan,davem330
nirdotan,davem330
nirdotan,davem330
nirdotan,davem330
nirdotan,davem330
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
None,torvalds
None,vinodkoul
ddandyduan,vinodkoul
vinodkoul,vinodkoul
vinodkoul,vinodkoul
roxell,vinodkoul
None,vinodkoul
GustavoARSilva,vinodkoul
GustavoARSilva,vinodkoul
GustavoARSilva,vinodkoul
vinodkoul,vinodkoul
None,vinodkoul
None,vinodkoul
wildea01,torvalds
torvalds,torvalds
davem330,davem330
wdebruij,borkmann
davem330,davem330
hkallweit,davem330
hkallweit,davem330
hkallweit,davem330
hkallweit,davem330
hkallweit,davem330
hkallweit,davem330
hkallweit,davem330
hkallweit,davem330
mstsirkin,davem330
congwang,davem330
None,wildea01
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
tmaimon,jic23
laoar,davem330
None,davem330
None,davem330
davem330,davem330
None,davem330
IoanaCiornei,davem330
jgunthorpe,ojeda
davem330,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
kuba-moo,davem330
tmaimon,jic23
wdebruij,davem330
None,davem330
nathanchance,davem330
tduszynski,jic23
tohojo,davem330
sbourdelin,jic23
sbourdelin,jic23
mariotesi,jic23
robherring,robherring
None,jmberg
None,jmberg
nbd168,jmberg
None,jmberg
None,jmberg
None,jmberg
None,jmberg
None,jmberg
tohojo,jmberg
tohojo,jmberg
tohojo,jmberg
None,jmberg
bcopeland,jmberg
jmberg,jmberg
davem330,davem330
elibritstein,elibritstein
None,None
ShayAgros,ShayAgros
congwang,congwang
None,None
borkmann,borkmann
borkmann,borkmann
davem330,davem330
idosch,davem330
idosch,davem330
idosch,davem330
idosch,davem330
nirdotan,davem330
nirdotan,davem330
nirdotan,davem330
idosch,davem330
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
rgbriggs,pcmoore
davem330,davem330
ayalevin123,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
madalinbucur,madalinbucur
None,None
congwang,davem330
davem330,davem330
hkallweit,davem330
hkallweit,davem330
hkallweit,davem330
None,davem330
neuschaefer,davem330
rosslagerwall,davem330
laoar,davem330
ColinIanKing,davem330
ColinIanKing,davem330
hkallweit,davem330
hkallweit,davem330
LorenzoBianconi,davem330
None,jgunthorpe
None,jgunthorpe
mmarcini,jgunthorpe
paravmellanox,jgunthorpe
None,jgunthorpe
ickle,ickle
paulkocialkowski,mripard
paulkocialkowski,mripard
mripard,mripard
mripard,mripard
mripard,mripard
mripard,mripard
mripard,mripard
jgunthorpe,jgunthorpe
oulijun,jgunthorpe
None,None
None,None
torvalds,torvalds
hauke,paulburton
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
morimoto,broonie
broonie,broonie
tpetazzoni,davem330
seberm,davem330
paulkocialkowski,mripard
paulkocialkowski,mripard
None,broonie
None,broonie
None,broonie
paulkocialkowski,mripard
paulkocialkowski,mripard
paulkocialkowski,mripard
paulkocialkowski,mripard
paulkocialkowski,mripard
paulkocialkowski,mripard
paulkocialkowski,mripard
TE-N-ShengjiuWang,broonie
agners,broonie
agners,broonie
agners,broonie
agners,broonie
agners,broonie
paulkocialkowski,mripard
agners,broonie
paulkocialkowski,mripard
charleskeepax,broonie
paulkocialkowski,mripard
paulkocialkowski,mripard
paulkocialkowski,mripard
paulkocialkowski,mripard
paulkocialkowski,mripard
paulkocialkowski,mripard
paulkocialkowski,mripard
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
tiwai,tiwai
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
josefbacik,kdave
kdave,kdave
None,gregkh
stloma,gregkh
FlyGoat,FlyGoat
roxell,gregkh
GustavoARSilva,gregkh
GustavoARSilva,gregkh
flying-122,gregkh
flying-122,gregkh
None,gregkh
ColinIanKing,gregkh
silviocesare,gregkh
None,broonie
None,ummakynes
None,ummakynes
None,ummakynes
None,None
None,None
None,None
None,None
tiwai,tiwai
None,None
ummakynes,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
None,ummakynes
jnikula,jnikula
GustavoARSilva,gregkh
None,gregkh
textshell,gregkh
textshell,gregkh
textshell,gregkh
None,None
textshell,gregkh
malaterre,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
ickle,ickle
None,gregkh
vvidic,gregkh
None,horms
ickle,ickle
None,gregkh
samir-virmani,gregkh
gregkh,gregkh
tmlind,gregkh
tmlind,gregkh
gregkh,gregkh
ebiggers,herbertx
ebiggers,herbertx
None,None
dliviu,dliviu
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
ebiggers,herbertx
None,herbertx
vt-alt,herbertx
ebiggers,herbertx
alexandrebelloni,gregkh
r-vignesh,gregkh
r-vignesh,gregkh
r-vignesh,gregkh
None,gregkh
None,gregkh
robherring,gregkh
loysollivier,gregkh
None,None
robherring,gregkh
robherring,gregkh
gregkh,jhovold
thirtythreeforty,gregkh
danvet,gregkh
nishadkamdar,gregkh
jeromebrunet,superna9999
jeromebrunet,superna9999
jeromebrunet,superna9999
glneo,gregkh
glneo,gregkh
glneo,gregkh
glneo,gregkh
glneo,gregkh
glneo,gregkh
glneo,gregkh
glneo,gregkh
glneo,gregkh
glneo,gregkh
ajaykathat,gregkh
ajaykathat,gregkh
ajaykathat,gregkh
ajaykathat,gregkh
ajaykathat,gregkh
ajaykathat,gregkh
ajaykathat,gregkh
ajaykathat,gregkh
ajaykathat,gregkh
ajaykathat,gregkh
ajaykathat,gregkh
ajaykathat,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
None,gregkh
JitendraKhasdev,gregkh
nathanchance,gregkh
masahir0y,bbrezillon
lucvoo,bbrezillon
ickle,ickle
lkundrak,gregkh
khfeng,gregkh
khfeng,gregkh
RanWang1,gregkh
RanWang1,gregkh
RanWang1,gregkh
medude,gregkh
medude,gregkh
shimoday,gregkh
noglitch,gregkh
GustavoARSilva,gregkh
GustavoARSilva,gregkh
None,gregkh
chunkeey,gregkh
None,gregkh
None,gregkh
gregkh,gregkh
GustavoARSilva,GustavoARSilva
None,None
None,None
arndb,arndb
arndb,arndb
arndb,arndb
arndb,arndb
arndb,arndb
gregkh,gregkh
ickle,ickle
peda-r,peda-r
peda-r,peda-r
peda-r,peda-r
peda-r,peda-r
peda-r,peda-r
None,None
Aaron1011,zhang-rui
davem330,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
None,davem330
tlendacky,davem330
None,davem330
None,davem330
None,davem330
None,davem330
madalinbucur,davem330
None,davem330
None,davem330
ColinIanKing,davem330
jasowang,davem330
kuba-moo,davem330
airlied,airlied
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
None,axboe
skeggsb,skeggsb
None,ummakynes
None,ummakynes
None,ummakynes
None,vineetgarc
vineetgarc,vineetgarc
NicolasDichtel,davem330
chenhuacai,chenhuacai
jbeulich,jbeulich
None,davem330
None,davem330
ColinIanKing,davem330
airlied,airlied
yuchungcheng,borkmann
None,borkmann
davem330,davem330
pmachata,davem330
pmachata,davem330
pmachata,davem330
pmachata,davem330
pmachata,davem330
pmachata,davem330
pmachata,davem330
pmachata,davem330
pmachata,davem330
pmachata,davem330
pmachata,davem330
pmachata,davem330
pmachata,davem330
None,None
airlied,airlied
airlied,airlied
davem330,davem330
yuchungcheng,davem330
yuchungcheng,davem330
yuchungcheng,davem330
yuchungcheng,davem330
yuchungcheng,davem330
airlied,airlied
hkallweit,davem330
malaterre,davem330
akodanev,davem330
akodanev,davem330
dvdhrm,davem330
dvdhrm,davem330
dvdhrm,davem330
None,davem330
vineetgarc,vineetgarc
vineetgarc,vineetgarc
None,vineetgarc
None,vineetgarc
None,vineetgarc
None,vineetgarc
None,vineetgarc
None,vineetgarc
masahir0y,vineetgarc
None,vineetgarc
vineetgarc,vineetgarc
vineetgarc,vineetgarc
vakulgarg,davem330
jhovold,davem330
kengiter,jacek-anaszewski
TinyWindzz,TinyWindzz
None,None
ickle,ickle
WiwTony,groeck
None,None
davem330,davem330
sf-hgk,davem330
jeromebrunet,khilman
jeromebrunet,khilman
jeromebrunet,khilman
Elyotna,khilman
Elyotna,khilman
vakulgarg,davem330
hkallweit,davem330
None,davem330
None,davem330
vakulgarg,davem330
GustavoARSilva,davem330
ffainelli,davem330
davem330,davem330
ffainelli,davem330
ffainelli,davem330
ffainelli,davem330
ColinIanKing,davem330
None,davem330
Elyotna,khilman
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
torvalds,torvalds
kees,kees
None,kees
linusw,linusw
None,None
None,None
None,None
None,None
ydrallap,ydrallap
None,None
charlesyeh522,jhovold
rupran,rostedt
malaterre,borkmann
malaterre,borkmann
malaterre,borkmann
fomichev,borkmann
fomichev,borkmann
fomichev,borkmann
None,konradwilk
dhowells,dhowells
dhowells,dhowells
dhowells,dhowells
None,dhowells
rupran,rostedt
lsgunth,bjorn-helgaas
masahir0y,masahir0y
masahir0y,masahir0y
masahir0y,masahir0y
olsajiri,olsajiri
mchehab,mchehab
rmurphy-arm,mmind
rmurphy-arm,mmind
slongerbeam,slongerbeam
JuliaLawall,JuliaLawall
shcgit,shcgit
rmurphy-arm,mmind
rmurphy-arm,mmind
None,None
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
nbd168,nbd168
None,horms
None,horms
None,horms
None,horms
brgl,brgl
AlbanBedel,broonie
AlbanBedel,broonie
AlbanBedel,broonie
AlbanBedel,broonie
bardliao,broonie
None,None
notro,notro
notro,notro
notro,notro
notro,notro
notro,notro
notro,notro
jnikula,jnikula
None,borkmann
borkmann,borkmann
fomichev,borkmann
fomichev,borkmann
fomichev,borkmann
fomichev,borkmann
fomichev,borkmann
fomichev,borkmann
fomichev,borkmann
None,danvet
None,bbrezillon
None,bbrezillon
None,bbrezillon
airlied,airlied
lkundrak,dtor
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
jnikula,jnikula
ffainelli,davem330
ffainelli,davem330
GustavoARSilva,davem330
GustavoARSilva,davem330
hkallweit,davem330
hkallweit,davem330
hkallweit,davem330
torvalds,torvalds
vijaykhemka,shenki
vijaykhemka,shenki
vijaykhemka,shenki
peanutsandwich,shenki
shenki,shenki
None,shenki
wdebruij,davem330
TaeheeYoo,davem330
None,None
lunn,davem330
davem330,davem330
jahurley,davem330
jahurley,davem330
jahurley,davem330
jahurley,davem330
jahurley,davem330
jahurley,davem330
jahurley,davem330
pjvuuren,davem330
None,davem330
ickle,ickle
None,None
None,None
kuba-moo,davem330
dcaratti,davem330
ColinIanKing,davem330
ColinIanKing,davem330
None,None
ColinIanKing,davem330
None,None
None,None
None,None
borkmann,borkmann
yonghong-song,borkmann
yonghong-song,borkmann
yonghong-song,borkmann
yonghong-song,borkmann
yonghong-song,borkmann
yang-shi,yang-shi
fomichev,borkmann
koct9i,davem330
lxin,davem330
lxin,davem330
rosslagerwall,davem330
None,davem330
None,davem330
congwang,davem330
GustavoARSilva,davem330
None,None
krzk,jacek-anaszewski
krzk,jacek-anaszewski
None,None
krzk,jacek-anaszewski
krzk,jacek-anaszewski
krzk,jacek-anaszewski
kees,kees
None,bbrezillon
slongerbeam,mchehab
slongerbeam,mchehab
slongerbeam,mchehab
slongerbeam,mchehab
slongerbeam,mchehab
slongerbeam,mchehab
slongerbeam,mchehab
slongerbeam,mchehab
slongerbeam,mchehab
slongerbeam,mchehab
slongerbeam,mchehab
slongerbeam,mchehab
None,mchehab
None,mchehab
None,mchehab
None,mchehab
pH5,mchehab
pH5,mchehab
pH5,mchehab
pH5,mchehab
pH5,mchehab
pH5,mchehab
pH5,mchehab
jeromebrunet,robherring
krzk,robherring
seberm,robherring
JuliaLawall,robherring
pH5,mchehab
hverkuil,mchehab
hverkuil,mchehab
None,None
fboudra,fboudra
hverkuil,mchehab
None,mchehab
hverkuil,mchehab
None,mchehab
None,mchehab
wens,mchehab
wens,mchehab
None,mchehab
pc2005cz,mchehab
pc2005cz,mchehab
pc2005cz,mchehab
pc2005cz,mchehab
pc2005cz,mchehab
pc2005cz,mchehab
pc2005cz,mchehab
None,None
jgross1,jgross1
pc2005cz,mchehab
None,mchehab
None,mchehab
Mani-Sadhasivam,mchehab
Mani-Sadhasivam,mchehab
mita,mchehab
mita,mchehab
mita,mchehab
lucaceresoli,mchehab
None,mchehab
PabloPL,mchehab
peda-r,mchehab
None,mchehab
None,mchehab
None,mchehab
GustavoARSilva,davem330
None,mchehab
None,mchehab
None,mchehab
None,mchehab
None,mchehab
None,mchehab
None,mchehab
ektor5,mchehab
ColinIanKing,mchehab
None,axboe
sagigrimberg,axboe
kengiter,mchehab
kengiter,mchehab
peda-r,bzolnier
arndb,mchehab
chiang831,broonie
None,mchehab
mita,mchehab
khoroshilov,mchehab
khoroshilov,mchehab
PabloPL,mchehab
None,mchehab
None,mchehab
kengiter,mchehab
kengiter,mchehab
None,mchehab
hverkuil,mchehab
kamomil,mchehab
None,mchehab
None,mchehab
None,mchehab
kbingham,mchehab
hverkuil,mchehab
matwey,mchehab
matwey,mchehab
hverkuil,mchehab
None,mchehab
None,mchehab
None,mchehab
None,None
ickle,ickle
ryderlee1110,bbrezillon
None,bbrezillon
ryderlee1110,bbrezillon
None,konradwilk
masahir0y,masahir0y
masahir0y,masahir0y
None,axboe
ppaillet,lag-linaro
ppaillet,lag-linaro
ppaillet,lag-linaro
ppaillet,lag-linaro
ppaillet,lag-linaro
ppaillet,lag-linaro
pH5,bentiss
agx,agx
ambarus,bbrezillon
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
digetx,joergroedel
agners,lag-linaro
agners,lag-linaro
None,lag-linaro
agners,lag-linaro
None,lag-linaro
None,lag-linaro
AlbanBedel,kishon
AlbanBedel,kishon
johnhubbard,kishon
ColinIanKing,kishon
digetx,digetx
digetx,digetx
digetx,digetx
None,None
None,None
None,None
None,None
None,None
None,None
xairy,wildea01
GustavoARSilva,GustavoARSilva
ardbiesheuvel,wildea01
james-morse-arm,wildea01
None,None
None,None
None,None
None,None
None,None
Lyude,jnikula
zandar,zandar
None,danvet
None,None
thejh,thejh
None,None
None,None
ickle,ickle
None,None
None,thierryreding
ukleinek,thierryreding
paraka,davem330
jetomit,davem330
yupeng0921,davem330
None,davem330
dcaratti,davem330
dcaratti,davem330
lunn,davem330
lunn,davem330
gregkh,davem330
wdebruij,davem330
hkallweit,davem330
dcaratti,davem330
dhowells,davem330
torvalds,torvalds
LeptonWu,davem330
davem330,davem330
ying-xue,davem330
ying-xue,davem330
ying-xue,davem330
ying-xue,davem330
ying-xue,davem330
ying-xue,davem330
davem330,davem330
tohojo,davem330
tohojo,davem330
tohojo,davem330
None,None
agx,agx
Anson-Huang,Anson-Huang
